chr	start	end	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand	geneL	codingL	Geneid	subjectHits
chr11	31813986	31814842			inside intron	inside	1595	inside intron	-1488	1	4	5' UTR	+	288203		ENSG00000285283.1	304884
chr11	31826387	31826613			inside intron	inside	10003	inside intron	-9747	1	6	inside transcription region	+	288281		ENSG00000285283.1	304885
chr11	31827609	31827776			inside intron	inside	11225	inside intron	-10969	1	6	inside transcription region	+	288281		ENSG00000285283.1	304885
chr11	32092429	32092644			inside intron	inside	276045	inside intron	4499	2	6	inside transcription region	+	288281		ENSG00000285283.1	304885
chr11	33828591	33828812			inside intron	inside	883	inside intron	633	1	2	inside transcription region	-	15575		ENSG00000255133.3	259951
chr11	33867360	33868521			inside intron	inside	1791	inside intron	824	2	3	inside transcription region	-	5548		ENSG00000135363.12	75709
chr11	34414762	34416627			upstream	upstream	9813				1		-	286		ENSG00000220204.1	179166
chr11	34892805	34894603			inside intron	inside	21748	inside intron	-2252	2	6	inside transcription region	-	33981		ENSG00000149089.13	96718
chr11	35945014	35945297			inside intron	inside	915	inside intron	-869	1	5	inside transcription region	+	285214		ENSG00000179241.13	142273
chr11	36286585	36287833			inside intron	inside	1595	inside intron	1528	1	3	inside transcription region	-	11227		ENSG00000110442.12	43570
chr11	36398498	36398846			overlaps exon downstream	inside	86	overlaps exon downstream	0	1	3	5' UTR	+	4963		ENSG00000135362.14	75700
chr11	37269750	37272795			upstream	upstream	181530				2		-	2016		ENSG00000309753.1	384429
chr11	37583625	37587779			downstream	downstream	114441				1		-	95		ENSG00000251838.1	252588
chr11	38246482	38248286			inside intron	inside	88909	inside intron	-45433	3	4	inside transcription region	-	166492		ENSG00000306949.1	377560
chr11	39372054	39373716			inside intron	inside	609	inside intron	-537	1	2	inside transcription region	+	3877		ENSG00000296018.1	348108
chr11	39776752	39778558			inside intron	inside	28419	inside intron	935	2	3	inside transcription region	-	137205		ENSG00000306966.1	377599
chr11	41797859	41799055			inside intron	inside	82869	inside intron	9911	4	6	inside transcription region	+	111232		ENSG00000255171.8	260053
chr11	41800713	41802290			inside intron	inside	85723	inside intron	6676	4	6	inside transcription region	+	111232		ENSG00000255171.8	260053
chr11	43548204	43548411			upstream	upstream	7983				4		+	14006		ENSG00000235661.4	220479
chr11	44538565	44538889			close to 3'	close to 3'	1804				2		-	915		ENSG00000255106.1	259896
chr11	44566466	44567365			inside intron	inside	743	inside intron	-465	1	5	5' UTR	+	39402		ENSG00000085117.13	20234
chr11	44728529	44728801			inside intron	inside	7891	inside intron	7373	2	3	inside transcription region	-	17300		ENSG00000255032.1	259719
chr11	44912267	44912712			inside intron	inside	38577	inside intron	-8376	6	9	inside transcription region	-	65386		ENSG00000175274.19	136893
chr11	45181332	45181594			inside intron	inside	33989	inside intron	166	2	8	5' UTR	+	87767		ENSG00000019485.14	4891
chr11	45209244	45209496			inside intron	inside	26327	inside intron	-4465	2	4	inside transcription region	+	43266		ENSG00000019485.14	4892
chr11	45400303	45400742			overlaps exon downstream	inside	11986	overlaps exon downstream	0	3	4	inside transcription region	-	14814		ENSG00000286418.2	308084
chr11	45729144	45729408			inside intron	inside	9548	inside intron	-1409	2	4	inside transcription region	-	12283		ENSG00000297260.1	351243
chr11	45886580	45886837			inside intron	inside	929	inside intron	-658	1	12	inside transcription region	+	20814		ENSG00000121653.11	57407
chr11	45901768	45903071			covers exon(s)	inside	5218	covers exon(s)	0	5	12	inside transcription region	+	9915		ENSG00000121653.11	57408
chr11	45923515	45923655			overlaps exon downstream	inside	737	overlaps exon downstream	0	2	13	inside transcription region	+	6318		ENSG00000165905.18	119289
chr11	46278969	46279432			inside intron	inside	1307	inside intron	-755	1	12	inside transcription region	+	43747		ENSG00000157613.11	105827
chr11	46331135	46331409			promoter	promoter	1496				31		+	47649		ENSG00000149091.15	96727
chr11	46347611	46348044			overlaps exon downstream	inside	23	overlaps exon downstream	0	1	30	overlaps 5' UTR	+	32779		ENSG00000149091.15	96738
chr11	46348649	46348812			inside intron	inside	1061	inside intron	-828	1	30	inside transcription region	+	32779		ENSG00000149091.15	96738
chr11	46361312	46361687			inside intron	inside	13724	inside intron	5603	2	30	inside transcription region	+	32779		ENSG00000149091.15	96738
chr11	46755821	46756417			inside intron	inside	4256	inside intron	-753	5	6	inside transcription region	-	7184		ENSG00000175216.15	136814
chr11	47184456	47185284			overlaps exon upstream	inside	1129	overlaps exon upstream	0	2	5	5' UTR	-	4007		ENSG00000165912.16	119306
chr11	47354702	47355845			overlaps 3'	overlaps 3'	53524	covers exon(s)	0	7	7	overlaps 3'UTR	-	54509		ENSG00000066336.13	11723
chr11	47373860	47374180			inside intron	inside	4307	inside intron	1452	2	4	inside transcription region	-	20306		ENSG00000066336.13	11726
chr11	47394780	47395316			inside intron	inside	625	inside intron	194	2	2	inside transcription region	+	1519		ENSG00000302185.1	363644
chr11	47409622	47409888			overlaps exon downstream	inside	31	overlaps exon downstream	0	1	6	5' UTR	+	4106		ENSG00000165915.14	119328
chr11	47426992	47427378			promoter	promoter	519				12		-	7704		ENSG00000165916.9	119336
chr11	47589464	47590568			overlaps 3'	overlaps 3'	3843	overlaps exon downstream	0	2	2	overlaps 3'UTR	-	4744		ENSG00000172247.4	131921
chr11	47944157	47944435			upstream	upstream	12785				2		-	26257		ENSG00000310235.1	385690
chr11	47981957	47982337			inside intron	inside	1230	inside intron	-948	1	4	inside transcription region	+	142973		ENSG00000149177.15	96819
chr11	48900227	48900607			overlaps exon downstream	inside	1574	overlaps exon downstream	0	2	10	inside transcription region	-	20458		ENSG00000254728.1	258856
chr11	49050116	49051536			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	2	inside transcription region	-	1888		ENSG00000288434.1	315091
chr11	49851785	49852377			overlaps 5'	overlaps 5'	0	covers exon(s)	0	2	7	inside transcription region	+	32325		ENSG00000288177.2	315048
chr11	49891990	49892308			overlaps 3'	overlaps 3'	1469	overlaps exon downstream	0	1	1	inside transcription region	-	1515		ENSG00000255111.1	259909
chr11	50298246	50298493			inside exon	inside	71	inside exon	0	1	4	inside transcription region	-	5316		ENSG00000291108.2	331702
chr11	54759913	54763404			downstream	downstream	35066				1		+	969		ENSG00000255078.1	259795
chr11	54766607	54768777			downstream	downstream	41760				1		+	969		ENSG00000255078.1	259795
chr11	54771272	54774257			downstream	downstream	46425				1		+	969		ENSG00000255078.1	259795
chr11	55872715	55873608			inside intron	inside	8783	inside intron	7139	2	2	inside transcription region	+	17311		ENSG00000255204.1	260122
chr11	57427714	57427949			promoter	promoter	134				14		-	20624		ENSG00000134802.18	74589
chr11	57475921	57476452			overlaps exon upstream	inside	15393	overlaps exon upstream	0	3	3	inside transcription region	+	17006		ENSG00000186907.8	153135
chr11	57513661	57514100			overlaps exon downstream	inside	1586	overlaps exon downstream	0	3	4	inside transcription region	-	14534		ENSG00000149150.9	96814
chr11	58405544	58406379			inside intron	inside	495	inside intron	421	1	2	5' UTR	-	4410		ENSG00000172769.4	132741
chr11	58576821	58577067			inside intron	inside	1281	inside intron	-418	2	2	inside transcription region	-	2409		ENSG00000309351.1	383466
chr11	58830728	58831230			inside intron	inside	60309	inside intron	-19141	2	5	inside transcription region	+	122554		ENSG00000289621.3	319616
chr11	58900383	58901161			inside intron	inside	4685	inside intron	-624	2	2	inside transcription region	-	6866		ENSG00000299851.1	357538
chr11	58963584	58964061			overlaps two exons	inside	22	overlaps two exons	0	1	2	inside transcription region	+	718		ENSG00000306961.1	377579
chr11	58968375	58969576			overlaps exon upstream	inside	40219	overlaps exon upstream	0	6	6	inside transcription region	-	41853		ENSG00000255240.7	260233
chr11	59062496	59063265			inside intron	inside	39113	inside intron	-8869	2	4	inside transcription region	-	143142		ENSG00000255240.7	260226
chr11	59162402	59163031			inside intron	inside	10032	inside intron	9856	1	3	inside transcription region	-	37387		ENSG00000245571.8	237537
chr11	60496855	60497512			overlaps exon upstream	inside	4055	overlaps exon upstream	0	2	3	overlaps 5' UTR	+	8311		ENSG00000071203.9	13935
chr11	60767331	60767550			inside intron	inside	19077	inside intron	18983	1	2	inside transcription region	-	61984		ENSG00000308962.1	382526
chr11	60852574	60852895			inside exon	inside	3055	inside exon	0	2	2	inside transcription region	-	5017		ENSG00000183134.5	146897
chr11	60948078	60948560			inside intron	inside	3187	inside intron	-1256	2	5	inside transcription region	-	12535		ENSG00000110446.12	43583
chr11	60950999	60951158			inside exon	inside	589	inside exon	0	1	5	inside transcription region	-	12535		ENSG00000110446.12	43583
chr11	61008574	61008927			overlaps exon downstream	inside	40	overlaps exon downstream	0	1	4	inside transcription region	+	5421		ENSG00000013725.14	4391
chr11	61167336	61167481			downstream	downstream	5551				1		+	463		ENSG00000300057.1	358281
chr11	61250687	61251030			inside intron	inside	1354	inside intron	101	3	3	inside transcription region	+	2085		ENSG00000256713.8	263563
chr11	61541761	61542496			covers exon(s)	inside	38376	covers exon(s)	0	4	5	inside transcription region	-	52861		ENSG00000011347.10	3740
chr11	61549845	61550114			inside intron	inside	30758	inside intron	1269	3	5	inside transcription region	-	52861		ENSG00000011347.10	3740
chr11	61603005	61603632			inside intron	inside	8225	inside intron	-403	3	4	inside transcription region	+	13337		ENSG00000250230.4	247592
chr11	61718982	61719486			inside intron	inside	38515	inside intron	625	2	20	5' UTR	+	66533		ENSG00000134780.10	74585
chr11	61753265	61755573			inside intron	inside	623	inside intron	-474	1	2	inside transcription region	+	14225		ENSG00000124920.14	61094
chr11	61776840	61777068			inside intron	inside	13535	inside intron	1784	3	5	inside transcription region	-	22102		ENSG00000134825.16	74644
chr11	61777660	61777893			inside intron	inside	12710	inside intron	959	3	5	inside transcription region	-	22102		ENSG00000134825.16	74644
chr11	61841981	61842602			inside intron	inside	1339	inside intron	-1255	1	2	inside transcription region	+	7522		ENSG00000134824.14	74639
chr11	61853694	61853856			inside intron	inside	7103	inside intron	3154	2	6	inside transcription region	+	17195		ENSG00000134824.14	74640
chr11	61870479	61870853			downstream	downstream	21198				12		-	18532		ENSG00000221968.9	179767
chr11	61899275	61899661			overlaps exon downstream	inside	78	overlaps exon downstream	0	1	2	inside transcription region	-	1810		ENSG00000167994.13	124114
chr11	61982737	61983226			inside intron	inside	15399	inside intron	15042	2	3	inside transcription region	+	32360		ENSG00000303745.1	367701
chr11	62324991	62325646			upstream	upstream	5300				1		+	867		ENSG00000255213.1	260129
chr11	62443987	62444173			inside intron	inside	73184	inside intron	-10095	3	3	inside transcription region	-	83810		ENSG00000124942.14	61108
chr11	62505214	62505967			covers exon(s)	inside	645	covers exon(s)	0	3	3	inside transcription region	+	1687		ENSG00000295816.1	347286
chr11	62603012	62603345			covers exon(s)	inside	9036	covers exon(s)	0	19	21	3'UTR	-	10155		ENSG00000149499.12	97418
chr11	62613487	62613676			inside exon	inside	230	inside exon	0	1	3	inside transcription region	+	1859		ENSG00000149489.9	97408
chr11	62616168	62616346			overlaps exon upstream	inside	5638	overlaps exon upstream	0	5	5	overlaps 3'UTR	-	5917		ENSG00000149541.10	97491
chr11	62620719	62621165			covers exon(s)	inside	981	covers exon(s)	0	2	4	inside transcription region	-	5141		ENSG00000149541.10	97493
chr11	62666168	62666757			inside exon	inside	855	inside exon	0	2	2	inside transcription region	+	3183		ENSG00000214756.8	176549
chr11	62707121	62708574			overlaps exon upstream	inside	18810	overlaps exon upstream	0	14	24	overlaps 3'UTR	-	37109		ENSG00000234857.2	218019
chr11	62922842	62923194			inside intron	inside	2669	inside intron	-2400	1	6	inside transcription region	+	106457		ENSG00000301851.1	362925
chr11	62926168	62926758			inside intron	inside	5995	inside intron	2793	2	6	inside transcription region	+	106457		ENSG00000301851.1	362925
chr11	63762948	63763693			inside exon	inside	5082	inside exon	0	5	5	overlaps 3'UTR	-	8883		ENSG00000188070.9	154715
chr11	63918459	63918656			inside exon	inside	419	inside exon	0	1	1	inside transcription region	+	663		ENSG00000310313.1	385898
chr11	63919682	63920457			overlaps two exons	inside	38	overlaps two exons	0	1	2	inside transcription region	+	2563		ENSG00000297950.1	352879
chr11	64006427	64006852			inside intron	inside	159254	inside intron	-6083	4	4	inside transcription region	-	166032		ENSG00000133315.12	72335
chr11	64008076	64008304			inside intron	inside	157802	inside intron	-7732	4	4	inside transcription region	-	166032		ENSG00000133315.12	72335
chr11	64016129	64016693			inside intron	inside	149082	inside intron	-847	4	5	inside transcription region	-	156762		ENSG00000133315.12	72336
chr11	64045074	64045426			inside intron	inside	9104	inside intron	-8914	1	2	inside transcription region	+	67683		ENSG00000256824.1	263659
chr11	64051355	64051948			inside intron	inside	15385	inside intron	-15195	1	2	inside transcription region	+	67683		ENSG00000256824.1	263659
chr11	64058586	64058947			inside intron	inside	22616	inside intron	-22426	1	2	inside transcription region	+	67683		ENSG00000256824.1	263659
chr11	64078354	64078565			inside intron	inside	17930	inside intron	-17697	1	2	inside transcription region	+	43089		ENSG00000256824.1	263660
chr11	64083827	64084159			inside intron	inside	23403	inside intron	19034	2	2	inside transcription region	+	43089		ENSG00000256824.1	263660
chr11	64096858	64097137			inside intron	inside	36434	inside intron	6056	2	2	inside transcription region	+	43089		ENSG00000256824.1	263660
chr11	64097574	64098139			inside intron	inside	37150	inside intron	5054	2	2	inside transcription region	+	43089		ENSG00000256824.1	263660
chr11	64101977	64102412			inside intron	inside	41553	inside intron	781	2	2	inside transcription region	+	43089		ENSG00000256824.1	263660
chr11	64126908	64127130			inside intron	inside	38645	inside intron	24108	3	5	inside transcription region	-	156762		ENSG00000133315.12	72336
chr11	64147902	64148046			inside intron	inside	17729	inside intron	3192	3	5	inside transcription region	-	156762		ENSG00000133315.12	72336
chr11	64207451	64208227			overlaps exon downstream	inside	343	overlaps exon downstream	0	1	12	inside transcription region	+	16778		ENSG00000149781.14	97763
chr11	64235322	64235857			covers exon(s)	inside	738	covers exon(s)	0	3	7	inside transcription region	+	4680		ENSG00000173511.10	134169
chr11	64341994	64342149			overlaps exon downstream	inside	388	overlaps exon downstream	0	2	20	inside transcription region	+	15918		ENSG00000168071.22	124536
chr11	64353082	64353230			inside exon	inside	196	inside exon	0	1	5	inside transcription region	+	4642		ENSG00000168071.22	124540
chr11	64358415	64358630			promoter	promoter	518				17		+	13067		ENSG00000162302.13	111127
chr11	64359987	64360660			covers exon(s)	inside	703	covers exon(s)	0	4	17	inside transcription region	+	12057		ENSG00000162302.13	111132
chr11	64560488	64560624			inside intron	inside	4521	inside intron	-1249	2	5	inside transcription region	+	10316		ENSG00000168065.16	124487
chr11	64566638	64567346			inside intron	inside	10682	inside intron	252	7	9	inside transcription region	+	15571		ENSG00000168065.16	124485
chr11	64608115	64608293			inside intron	inside	82144	inside intron	-614	17	17	inside transcription region	-	83353		ENSG00000110076.21	43181
chr11	64637340	64637582			inside intron	inside	5904	inside intron	-1887	3	4	inside transcription region	-	13000		ENSG00000110076.21	43184
chr11	64713081	64713606			inside exon	inside	93	inside exon	0	1	5	inside transcription region	-	45217		ENSG00000110076.21	43189
chr11	64742187	64742388			inside intron	inside	2479	inside intron	-74	4	6	inside transcription region	-	3799		ENSG00000068831.19	12891
chr11	64767340	64768106			covers exon(s)	inside	9654	covers exon(s)	0	9	13	inside transcription region	-	12108		ENSG00000168066.22	124503
chr11	64859074	64859200			inside intron	inside	20499	inside intron	723	4	5	inside transcription region	-	24377		ENSG00000110047.18	43059
chr11	65048170	65048272			inside exon	inside	185	inside exon	0	1	2	inside transcription region	-	566		ENSG00000168060.16	124472
chr11	65355728	65356138			overlaps exon upstream	inside	977	overlaps exon upstream	0	2	2	overlaps 5' UTR	+	2862		ENSG00000173825.7	134682
chr11	65413566	65413715			inside exon	inside	7439	inside exon	0	2	2	inside transcription region	-	7840		ENSG00000305830.1	374246
chr11	65423244	65423848			overlaps exon upstream	inside	119	overlaps exon upstream	0	2	2	inside transcription region	+	3374		ENSG00000245532.12	237408
chr11	65478433	65479119			promoter	promoter	861				1		-	1370		ENSG00000289883.2	320487
chr11	65559280	65559437			promoter	promoter	350				29		-	20371		ENSG00000168056.18	124431
chr11	65584823	65585662			inside intron	inside	528	inside intron	-288	2	4	inside transcription region	+	8167		ENSG00000173442.13	134094
chr11	65591961	65592691			overlaps 3'	overlaps 3'	15908	covers exon(s)	0	18	19	overlaps 3'UTR	+	16597		ENSG00000173442.13	134089
chr11	65593485	65593745			inside exon	inside	2251	inside exon	0	2	4	inside transcription region	-	3141		ENSG00000173338.13	133968
chr11	65606983	65607092			covers exon(s)	inside	8290	covers exon(s)	0	3	4	inside transcription region	-	8947		ENSG00000173327.8	133953
chr11	65607561	65607654			covers exon(s)	inside	216	covers exon(s)	0	1	2	inside transcription region	-	705		ENSG00000173327.8	133954
chr11	65641826	65642118			inside intron	inside	1705	inside intron	131	3	16	inside transcription region	+	10797		ENSG00000213445.10	174458
chr11	65646790	65647801			covers exon(s)	inside	6669	covers exon(s)	0	8	16	inside transcription region	+	10797		ENSG00000213445.10	174458
chr11	65872108	65872255			covers exon(s)	inside	517	covers exon(s)	0	2	3	inside transcription region	-	1356		ENSG00000172638.13	132526
chr11	65920573	65920652			inside exon	inside	259	inside exon	0	2	4	inside transcription region	+	1136		ENSG00000175550.8	137302
chr11	66001034	66001137			inside intron	inside	1020	inside intron	-552	2	3	inside transcription region	-	2259		ENSG00000175376.9	137104
chr11	66049464	66049653			promoter	promoter	303				3		-	8396		ENSG00000175229.7	136869
chr11	66281673	66282001			inside intron	inside	3211	inside intron	257	2	6	inside transcription region	+	6839		ENSG00000174871.11	136090
chr11	66292955	66293630			inside intron	inside	1061	inside intron	691	2	2	inside transcription region	+	4770		ENSG00000179292.5	142298
chr11	66316692	66316922			inside intron	inside	4624	inside intron	-4528	1	3	inside transcription region	+	32164		ENSG00000254756.2	258904
chr11	66559017	66559327			overlaps exon upstream	inside	1057	overlaps exon upstream	0	2	2	inside transcription region	-	1518		ENSG00000250105.1	247205
chr11	66567852	66568009			overlaps exon downstream	inside	597	overlaps exon downstream	0	2	11	overlaps 3'UTR	-	4048		ENSG00000174080.12	134972
chr11	67055730	67056370			overlaps 3'	overlaps 3'	335	overlaps exon downstream	0	1	1	inside transcription region	+	591		ENSG00000296643.1	349576
chr11	67117720	67117944			promoter	promoter	1319				21		+	138819		ENSG00000173120.15	133598
chr11	67302246	67302478			inside exon	inside	864	inside exon	0	4	4	overlaps 3'UTR	+	1102		ENSG00000172932.16	133126
chr11	67374271	67375091			inside intron	inside	56400	inside intron	12443	3	4	inside transcription region	+	73563		ENSG00000172613.8	132496
chr11	67410324	67410718			inside intron	inside	10465	inside intron	8689	2	4	inside transcription region	-	20324		ENSG00000172531.16	132398
chr11	67418686	67419028			inside intron	inside	2155	inside intron	379	2	4	inside transcription region	-	20324		ENSG00000172531.16	132398
chr11	67452265	67452626			inside exon	inside	103	inside exon	0	1	1	inside transcription region	-	1428		ENSG00000175514.2	137268
chr11	67464245	67464517			inside exon	inside	4734	inside exon	0	7	7	3'UTR	-	7541		ENSG00000172663.9	132540
chr11	67615657	67616638			covers exon(s)	inside	18	covers exon(s)	0	5	8	inside transcription region	-	4002		ENSG00000293486.2	340289
chr11	67640102	67640484			promoter	promoter	339				8		-	8460		ENSG00000167800.10	123704
chr11	67650090	67650999			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	2	inside transcription region	+	2497		ENSG00000296342.1	348896
chr11	67991043	67991236			overlaps 3'	overlaps 3'	12861	overlaps exon downstream	0	11	11	3'UTR	-	12997		ENSG00000110057.9	43068
chr11	67993902	67994132			inside intron	inside	1848	inside intron	-107	2	3	inside transcription region	-	4162		ENSG00000110057.9	43069
chr11	67996971	67997252			covers exon(s)	inside	6804	covers exon(s)	0	7	7	inside transcription region	-	7454		ENSG00000110057.9	43070
chr11	68398147	68398433			inside intron	inside	85463	inside intron	5049	7	23	inside transcription region	+	136588		ENSG00000162337.12	111136
chr11	68683892	68683989			inside exon	inside	113	inside exon	0	1	2	inside transcription region	+	859		ENSG00000069482.7	13147
chr11	68750411	68750528			inside exon	inside	83	inside exon	0	1	2	inside transcription region	-	3465		ENSG00000132749.11	71549
chr11	68869484	68870871			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	2	inside transcription region	+	3878		ENSG00000250508.1	248499
chr11	68890669	68891605			overlaps 3'	overlaps 3'	12181	covers exon(s)	0	7	7	overlaps 3'UTR	-	12510		ENSG00000197345.13	160262
chr11	68898028	68898164			inside intron	inside	5638	inside intron	-15	3	3	inside transcription region	-	6208		ENSG00000197345.13	160269
chr11	68943561	68944095			promoter	promoter	709				2		-	1349		ENSG00000255741.1	262049
chr11	68955448	68955673			upstream	upstream	12596				2		-	1349		ENSG00000255741.1	262049
chr11	68960200	68960433			upstream	upstream	17348				2		-	1349		ENSG00000255741.1	262049
chr11	69011465	69011673			covers exon(s)	inside	1573	covers exon(s)	0	1	2	5' UTR	-	3829		ENSG00000172935.10	133128
chr11	69055912	69056253			inside intron	inside	750	inside intron	-559	1	18	inside transcription region	+	35442		ENSG00000162341.18	111149
chr11	69122898	69123272			inside intron	inside	49983	inside intron	12162	14	15	3'UTR	+	89525		ENSG00000287725.2	313422
chr11	69156977	69157126			inside intron	inside	84062	inside intron	2319	15	15	3'UTR	+	89525		ENSG00000287725.2	313422
chr11	69157696	69157954			inside intron	inside	84781	inside intron	1491	15	15	3'UTR	+	89525		ENSG00000287725.2	313422
chr11	69200361	69200928			inside intron	inside	4316	inside intron	-4178	1	4	inside transcription region	+	55359		ENSG00000301530.1	361909
chr11	69249865	69250161			overlaps exon downstream	inside	230	overlaps exon downstream	0	1	2	inside transcription region	+	1366		ENSG00000301530.1	361912
chr11	69252196	69252518			downstream	downstream	6247				4		+	5455		ENSG00000301530.1	361911
chr11	69380542	69380990			downstream	downstream	39032				3		+	31002		ENSG00000260877.3	274440
chr11	69471375	69471408			downstream	downstream	3777				2		+	2107		ENSG00000261347.1	275451
chr11	69471603	69471968			downstream	downstream	4005				2		+	2107		ENSG00000261347.1	275451
chr11	69483817	69483913			inside intron	inside	2127	inside intron	-2033	1	2	inside transcription region	+	9085		ENSG00000285094.2	304449
chr11	69488455	69488899			inside intron	inside	2672	inside intron	-146	3	6	inside transcription region	+	7757		ENSG00000285094.2	304451
chr11	69643929	69644164			overlaps exon downstream	inside	217	overlaps exon downstream	0	1	2	inside transcription region	+	4431		ENSG00000110092.4	43269
chr11	69646379	69646683			inside intron	inside	2667	inside intron	1310	2	2	inside transcription region	+	4431		ENSG00000110092.4	43269
chr11	69835215	69835589			downstream	downstream	9868				4		+	2758		ENSG00000300527.1	359513
chr11	69918103	69918651			downstream	downstream	8255				2		-	5292		ENSG00000260679.2	274009
chr11	70091024	70091515			inside intron	inside	5602	inside intron	-2939	2	25	inside transcription region	+	103830		ENSG00000131620.18	69680
chr11	70410324	70410623			inside intron	inside	2971	inside intron	-363	3	7	inside transcription region	+	12900		ENSG00000085733.16	20440
chr11	70544849	70544938			inside intron	inside	153831	inside intron	-41917	4	5	inside transcription region	-	206337		ENSG00000162105.21	110913
chr11	70628753	70629174			inside intron	inside	2312	inside intron	-1729	1	3	inside transcription region	+	9217		ENSG00000226627.3	191081
chr11	70660766	70661132			covers exon(s)	inside	145942	covers exon(s)	0	4	6	inside transcription region	-	152928		ENSG00000162105.21	110916
chr11	70886033	70886412			inside intron	inside	10155	inside intron	8984	2	3	inside transcription region	-	76203		ENSG00000162105.21	110921
chr11	71140559	71140869			inside intron	inside	111708	inside intron	6250	3	26	inside transcription region	-	784723		ENSG00000162105.21	110903
chr11	71152690	71153299			inside intron	inside	99278	inside intron	-5351	3	26	5' UTR	-	784723		ENSG00000162105.21	110903
chr11	71205936	71206143			inside intron	inside	34781	inside intron	18553	2	3	inside transcription region	-	66231		ENSG00000162105.21	110924
chr11	71253081	71253210			promoter	promoter	504				26		-	784723		ENSG00000162105.21	110903
chr11	71370906	71371511			downstream	downstream	52219				11		-	41274		ENSG00000293435.2	339816
chr11	71442733	71443773			covers exon(s)	inside	4662	covers exon(s)	0	4	6	inside transcription region	-	7963		ENSG00000172893.18	133016
chr11	71488388	71488805			inside intron	inside	7577	inside intron	2039	4	7	inside transcription region	+	17917		ENSG00000172890.13	132993
chr11	71567048	71568172			close to 3'	close to 3'	1485				1		+	1172		ENSG00000204572.10	168806
chr11	71638904	71639099			overlaps exon upstream	inside	8652	overlaps exon upstream	0	3	5	inside transcription region	+	42119		ENSG00000290775.2	325284
chr11	71812812	71813105			inside intron	inside	309	inside intron	237	1	5	inside transcription region	-	139331		ENSG00000293694.1	341952
chr11	71869703	71870363			inside intron	inside	58091	inside intron	45710	6	11	3'UTR	-	122214		ENSG00000289716.1	319757
chr11	72590099	72590640			inside intron	inside	78424	inside intron	-59	9	32	inside transcription region	-	91768		ENSG00000186642.16	152846
chr11	73309448	73309684			inside intron	inside	729	inside intron	597	1	3	inside transcription region	-	3412		ENSG00000257038.2	263881
chr11	73343400	73345150			inside intron	inside	404	inside intron	-122	1	3	inside transcription region	+	10266		ENSG00000110237.5	43361
chr11	73641131	73641662			close to 3'	close to 3'	652				1		+	558		ENSG00000270323.1	287516
chr11	73645974	73646149			promoter	promoter	29				7		+	16641		ENSG00000021300.14	4985
chr11	73646955	73647139			inside intron	inside	374	inside intron	-328	1	8	inside transcription region	+	16238		ENSG00000021300.14	4987
chr11	73660573	73660785			inside exon	inside	264	inside exon	0	1	2	inside transcription region	+	1425		ENSG00000021300.14	5005
chr11	73787292	73787415			close to 3'	close to 3'	784				1		-	602		ENSG00000308217.1	380833
chr11	73788497	73788864			inside intron	inside	540	inside intron	-504	1	6	inside transcription region	+	76650		ENSG00000175581.14	137355
chr11	73964495	73964967			overlaps two exons	inside	65	overlaps two exons	0	2	3	inside transcription region	-	969		ENSG00000255847.6	262212
chr11	73982014	73982680			covers exon(s)	inside	163	covers exon(s)	0	1	2	inside transcription region	-	1695		ENSG00000175567.12	137324
chr11	73983870	73984000			inside exon	inside	421	inside exon	0	1	1	inside transcription region	+	2113		ENSG00000287425.1	312370
chr11	75428084	75429548			covers exon(s)	inside	514	covers exon(s)	0	1	5	inside transcription region	-	7641		ENSG00000149243.17	96970
chr11	75584308	75584550			inside intron	inside	626	inside intron	-527	1	3	inside transcription region	+	13485		ENSG00000255326.2	260834
chr11	76186074	76186404			overlaps 3'	overlaps 3'	20098	overlaps exon downstream	0	5	5	3'UTR	-	20177		ENSG00000085741.14	20450
chr11	76195378	76195773			covers exon(s)	inside	10729	covers exon(s)	0	3	5	inside transcription region	-	20177		ENSG00000085741.14	20450
chr11	76205904	76206098			inside intron	inside	404	inside intron	226	1	5	inside transcription region	-	20177		ENSG00000085741.14	20450
chr11	76211245	76211331			overlaps exon upstream	inside	25318	overlaps exon upstream	0	5	5	inside transcription region	-	25691		ENSG00000255362.2	260949
chr11	76234318	76234541			inside exon	inside	2167	inside exon	0	2	2	inside transcription region	-	3173		ENSG00000255362.2	260950
chr11	76784740	76784947			inside intron	inside	592	inside intron	-374	1	2	5' UTR	+	11784		ENSG00000182704.8	146142
chr11	76934906	76936090			inside intron	inside	14827	inside intron	-8238	2	12	inside transcription region	+	103960		ENSG00000078124.13	17378
chr11	77040264	77040529			inside exon	inside	5866	inside exon	0	2	2	inside transcription region	+	7575		ENSG00000198488.10	162999
chr11	77588738	77589072			inside intron	inside	30623	inside intron	-3278	4	6	3'UTR	-	104759		ENSG00000074201.9	15312
chr11	78140407	78140643			inside intron	inside	567	inside intron	-334	1	2	inside transcription region	+	1845		ENSG00000246174.11	238505
chr11	78196091	78196753			overlaps exon upstream	inside	7172	overlaps exon upstream	0	2	11	overlaps 5' UTR	+	26313		ENSG00000118369.13	54044
chr11	78598927	78600045			inside intron	inside	23961	inside intron	-22920	2	5	inside transcription region	+	69020		ENSG00000297818.1	352587
