chr	start	end	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand	geneL	codingL	Geneid	subjectHits
chr9	134010456	134011106			inside intron	inside	13891	inside intron	-2465	3	3	inside transcription region	-	17462		ENSG00000306694.1	376800
chr9	134011870	134011928			inside intron	inside	13069	inside intron	-3879	3	3	inside transcription region	-	17462		ENSG00000306694.1	376800
chr9	134014576	134014734			covers exon(s)	inside	10263	covers exon(s)	0	2	3	inside transcription region	-	17462		ENSG00000306694.1	376800
chr9	134069063	134069422			promoter	promoter	528				10		-	32507		ENSG00000169925.17	128098
chr9	134075991	134076534			promoter	promoter	2370				1		+	540		ENSG00000271525.1	288761
chr9	134176561	134177100			inside intron	inside	1339	inside intron	-1279	1	3	inside transcription region	+	30531		ENSG00000295241.1	345779
chr9	134219659	134219776			inside exon	inside	619	inside exon	0	2	2	inside transcription region	-	1735		ENSG00000295308.1	345912
chr9	134792611	134793173			inside intron	inside	150808	inside intron	1908	33	66	inside transcription region	+	203040		ENSG00000130635.17	67849
chr9	134863190	134863777			promoter	promoter	337				2		+	4833		ENSG00000308035.1	380273
chr9	135040787	135041761			upstream	upstream	33661				4		+	22685		ENSG00000130558.20	67700
chr9	135216829	135217476			inside intron	inside	20121	inside intron	-11634	2	2	inside transcription region	-	32875		ENSG00000227958.2	195818
chr9	135358092	135358464			upstream	upstream	3769				2		-	3800		ENSG00000309826.1	384580
chr9	135422332	135422951			inside intron	inside	57814	inside intron	-3695	3	4	inside transcription region	-	63679		ENSG00000225361.5	186735
chr9	135512798	135513477			promoter	promoter	180				2		-	4450		ENSG00000298424.1	353979
chr9	135545602	135546068			promoter	promoter	58				7		+	3843		ENSG00000122136.14	57952
chr9	135611446	135612297			inside intron	inside	7101	inside intron	3064	3	5	inside transcription region	+	12652		ENSG00000236543.3	223111
chr9	135668044	135668459			downstream	downstream	4735				6		+	3652		ENSG00000148386.10	96043
chr9	135743909	135744169			inside intron	inside	6949	inside intron	5928	2	2	inside transcription region	+	13217		ENSG00000107147.14	39185
chr9	136347081	136347926			inside intron	inside	15098	inside intron	770	10	14	inside transcription region	+	27622		ENSG00000160360.13	108989
chr9	136494926	136495192			inside exon	inside	50805	inside exon	0	33	33	3'UTR	-	51540		ENSG00000148400.13	96085
chr9	136601494	136601823			inside intron	inside	2368	inside intron	-2305	1	2	inside transcription region	+	13822		ENSG00000303889.1	368176
chr9	136740968	136741611			covers exon(s)	inside	6842	covers exon(s)	0	9	11	3'UTR	-	10286		ENSG00000204003.8	167425
chr9	136742591	136743074			inside intron	inside	2779	inside intron	-632	5	5	inside transcription region	-	3972		ENSG00000204003.8	167426
chr9	136760459	136760701			inside intron	inside	5554	inside intron	-675	6	6	inside transcription region	-	6619		ENSG00000177984.7	140681
chr9	136766585	136766743			promoter	promoter	330				6		-	6619		ENSG00000177984.7	140681
chr9	136769083	136770685			upstream	upstream	2828				6		-	6619		ENSG00000177984.7	140681
chr9	136820806	136821076			inside intron	inside	20440	inside intron	2448	3	6	inside transcription region	+	29100		ENSG00000272679.1	290776
chr9	136866814	136867008			promoter	promoter	506				5		-	4189		ENSG00000107223.13	39259
chr9	137189836	137190102			inside exon	inside	1130	inside exon	0	3	3	overlaps 3'UTR	+	1664		ENSG00000176101.12	137926
chr9	137278829	137279968			inside exon	inside	1103	inside exon	0	2	2	overlaps 3'UTR	+	4915		ENSG00000198113.3	162213
chr9	137280289	137280689			inside exon	inside	2563	inside exon	0	2	2	3'UTR	+	4915		ENSG00000198113.3	162213
chr9	137304225	137304305			promoter	promoter	1954				1		-	2640		ENSG00000198435.4	162908
chr9	137318834	137319437			inside intron	inside	33547	inside intron	4287	9	12	inside transcription region	-	46067		ENSG00000187609.16	154015
chr9	137461644	137462305			covers exon(s)	inside	88079	covers exon(s)	0	30	34	inside transcription region	-	90431		ENSG00000130653.16	67919
chr9	137545772	137545882			inside intron	inside	1492	inside intron	947	2	7	inside transcription region	-	24637		ENSG00000130653.16	67922
chr9	137740187	137740599			inside intron	inside	1580	inside intron	-1407	1	5	inside transcription region	+	15614		ENSG00000181090.21	144115
chr9	137820300	137820434			inside intron	inside	3959	inside intron	-2161	2	4	inside transcription region	+	19773		ENSG00000181090.21	144138
chr9	137846949	137847305			inside intron	inside	102885	inside intron	-282	21	22	3'UTR	+	125952		ENSG00000181090.21	144120
chr9	138022626	138024119			covers exon(s)	inside	144692	covers exon(s)	0	19	46	inside transcription region	+	246690		ENSG00000148408.15	96100
chr9	138147795	138148158			promoter	promoter	1917				5		+	27355		ENSG00000290588.2	323867
chr9	138220830	138221006			inside intron	inside	3501	inside intron	-3294	1	2	inside transcription region	+	8694		ENSG00000290585.2	323793
chr10	73472	73557			inside intron	inside	606	inside intron	411	1	4	5' UTR	-	27271		ENSG00000261456.6	275796
chr10	241326	241889			inside intron	inside	1364	inside intron	131	3	4	inside transcription region	+	7037		ENSG00000015171.21	4557
chr10	323434	323520			inside intron	inside	366148	inside intron	3485	32	39	inside transcription region	-	412345		ENSG00000151240.18	98961
chr10	453213	453661			inside intron	inside	236007	inside intron	-12216	5	39	inside transcription region	-	412345		ENSG00000151240.18	98961
chr10	455107	455329			inside intron	inside	234339	inside intron	-14110	5	39	inside transcription region	-	412345		ENSG00000151240.18	98961
chr10	484495	485212			covers exon(s)	inside	204456	covers exon(s)	0	3	39	inside transcription region	-	412345		ENSG00000151240.18	98961
chr10	604879	605485			inside intron	inside	84183	inside intron	84008	1	39	inside transcription region	-	412345		ENSG00000151240.18	98961
chr10	607891	609092			inside intron	inside	80576	inside intron	80401	1	39	inside transcription region	-	412345		ENSG00000151240.18	98961
chr10	627099	627650			inside intron	inside	62018	inside intron	61843	1	39	inside transcription region	-	412345		ENSG00000151240.18	98961
chr10	633231	633533			inside intron	inside	56135	inside intron	55960	1	39	inside transcription region	-	412345		ENSG00000151240.18	98961
chr10	783771	784479			downstream	downstream	36368				5		-	13914		ENSG00000107929.16	40031
chr10	788930	790096			downstream	downstream	30751				5		-	13914		ENSG00000107929.16	40031
chr10	790179	790413			downstream	downstream	30434				5		-	13914		ENSG00000107929.16	40031
chr10	827050	827254			inside intron	inside	104567	inside intron	-1179	11	17	3'UTR	-	122272		ENSG00000107929.16	40036
chr10	1047631	1047762			inside intron	inside	1173	inside intron	1101	1	3	inside transcription region	-	6258		ENSG00000067064.13	12057
chr10	1055179	1055474			covers exon(s)	inside	1014	covers exon(s)	0	1	2	inside transcription region	-	2403		ENSG00000303579.1	367254
chr10	1181075	1181329			inside intron	inside	21242	inside intron	20265	3	3	inside transcription region	+	43149		ENSG00000229205.5	200463
chr10	1200868	1201042			inside intron	inside	41035	inside intron	552	3	3	inside transcription region	+	43149		ENSG00000229205.5	200463
chr10	1240284	1240695			inside intron	inside	80472	inside intron	47777	3	3	inside transcription region	+	129614		ENSG00000229205.5	200462
chr10	1327258	1327899			inside intron	inside	232	inside intron	61	1	3	inside transcription region	-	8799		ENSG00000300765.1	360059
chr10	1363102	1363742			inside exon	inside	373783	inside exon	0	3	10	inside transcription region	-	560212		ENSG00000185736.16	151137
chr10	1368615	1370342			inside intron	inside	367183	inside intron	-4697	3	10	inside transcription region	-	560212		ENSG00000185736.16	151137
chr10	1463384	1463535			inside intron	inside	273990	inside intron	-84223	2	10	inside transcription region	-	560212		ENSG00000185736.16	151137
chr10	1468480	1469622			inside intron	inside	267903	inside intron	-89319	2	10	inside transcription region	-	560212		ENSG00000185736.16	151137
chr10	1581210	1581538			inside intron	inside	155987	inside intron	155512	1	10	inside transcription region	-	560212		ENSG00000185736.16	151137
chr10	1735676	1736061			inside intron	inside	1464	inside intron	989	1	10	inside transcription region	-	560212		ENSG00000185736.16	151137
chr10	1848772	1849318			upstream	upstream	34171				3		+	21743		ENSG00000295912.1	347712
chr10	2031505	2032637			downstream	downstream	37668				4		-	29356		ENSG00000289427.2	318744
chr10	2244307	2244744			downstream	downstream	36516				5		+	17502		ENSG00000296365.1	348939
chr10	2251658	2252276			downstream	downstream	62809				6		-	38631		ENSG00000234556.2	216910
chr10	2501225	2501922			inside exon	inside	213	inside exon	0	1	1	inside transcription region	-	1035		ENSG00000234170.7	215599
chr10	2520049	2521461			inside intron	inside	18150	inside intron	-18059	1	5	inside transcription region	+	113754		ENSG00000235281.3	219538
chr10	2575600	2575902			inside intron	inside	73701	inside intron	-8979	4	5	inside transcription region	+	113754		ENSG00000235281.3	219538
chr10	2680819	2681922			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	3	inside transcription region	-	1970		ENSG00000308534.1	381535
chr10	2734650	2735038			upstream	upstream	6383				2		-	3448		ENSG00000286858.1	309869
chr10	2922198	2922638			downstream	downstream	12403				2		-	7375		ENSG00000295558.1	346489
chr10	3107217	3107506			overlaps exon downstream	inside	2470	overlaps exon downstream	0	4	6	inside transcription region	+	4647		ENSG00000067057.19	12047
chr10	3120271	3120894			inside intron	inside	6813	inside intron	-1401	3	5	inside transcription region	+	16483		ENSG00000067057.19	12049
chr10	3158834	3159368			inside intron	inside	17202	inside intron	4726	3	4	inside transcription region	+	26340		ENSG00000237399.7	225744
chr10	3270561	3271293			inside exon	inside	6356	inside exon	0	2	2	inside transcription region	-	7559		ENSG00000226762.6	191727
chr10	3282086	3282258			inside exon	inside	4631	inside exon	0	2	2	inside transcription region	+	4855		ENSG00000294649.1	344447
chr10	3399126	3399299			inside exon	inside	1621	inside exon	0	3	3	inside transcription region	+	2675		ENSG00000286610.2	308847
chr10	3516860	3517263			promoter	promoter	1267				3		-	28962		ENSG00000233321.5	213124
chr10	3556208	3556347			overlaps exon downstream	inside	17	overlaps exon downstream	0	1	3	inside transcription region	-	24281		ENSG00000236892.3	224123
chr10	3828632	3829445			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	2	inside transcription region	+	6094		ENSG00000230573.2	204331
chr10	3860115	3860332			close to 3'	close to 3'	801				1		-	779		ENSG00000303926.1	368311
chr10	3992460	3992973			overlaps exon downstream	inside	1621	overlaps exon downstream	0	2	3	inside transcription region	-	2904		ENSG00000304847.1	371916
chr10	4814959	4815376			inside intron	inside	28250	inside intron	15298	2	6	inside transcription region	+	53110		ENSG00000165568.18	118538
chr10	4825998	4826097			inside intron	inside	39289	inside intron	4577	2	6	inside transcription region	+	53110		ENSG00000165568.18	118538
chr10	4866701	4868497			inside intron	inside	14610	inside intron	4716	2	3	inside transcription region	+	35882		ENSG00000304798.1	371785
chr10	4876324	4877225			inside intron	inside	24233	inside intron	-3016	2	3	inside transcription region	+	35882		ENSG00000304798.1	371785
chr10	5094713	5096521			overlaps exon upstream	inside	295	overlaps exon upstream	0	2	3	inside transcription region	+	5475		ENSG00000196139.14	156906
chr10	5237674	5241179			inside intron	inside	3336	inside intron	-3080	2	3	inside transcription region	+	29872		ENSG00000231039.3	205596
chr10	5276982	5279146			covers exon(s)	inside	6779	covers exon(s)	0	5	6	inside transcription region	-	10719		ENSG00000291045.2	329315
chr10	5370814	5370920			inside intron	inside	5848	inside intron	2794	2	2	5' UTR	+	9726		ENSG00000178473.7	141351
chr10	5609466	5610273			overlaps exon downstream	inside	7947	overlaps exon downstream	0	2	3	inside transcription region	-	9871		ENSG00000242147.4	233059
chr10	5616580	5616943			inside intron	inside	2830	inside intron	987	2	3	inside transcription region	-	10141		ENSG00000242147.4	233061
chr10	6247518	6247732			inside intron	inside	44586	inside intron	6445	15	15	inside transcription region	+	51712		ENSG00000170525.21	129087
chr10	6275771	6276047			inside intron	inside	4564	inside intron	-4503	1	4	inside transcription region	+	81818		ENSG00000215244.5	177420
chr10	6581249	6581816			inside intron	inside	693	inside intron	-321	1	2	inside transcription region	+	4001		ENSG00000237943.8	227633
chr10	7117541	7118301			overlaps exon downstream	inside	113	overlaps exon downstream	0	1	2	inside transcription region	-	109450		ENSG00000287277.3	311690
chr10	7397644	7397972			inside intron	inside	13516	inside intron	13372	1	4	5' UTR	-	43774		ENSG00000198879.13	164279
chr10	7433135	7433796			downstream	downstream	11243				2		-	1262		ENSG00000232591.4	210670
chr10	7857038	7858175			inside intron	inside	38510	inside intron	-32477	2	7	inside transcription region	+	198103		ENSG00000165632.9	118684
chr10	8058443	8058804			inside exon	inside	44	inside exon	0	1	3	inside transcription region	+	15665		ENSG00000107485.18	39405
chr10	8064026	8064777			inside intron	inside	5627	inside intron	4695	2	3	inside transcription region	+	15665		ENSG00000107485.18	39405
chr10	8299023	8299419			overlaps exon downstream	inside	126	overlaps exon downstream	0	1	2	inside transcription region	+	2770		ENSG00000226861.2	192194
chr10	9243973	9244858			inside intron	inside	29185	inside intron	-192	4	4	inside transcription region	-	30596		ENSG00000306888.1	377429
chr10	9992517	9992959			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	7	inside transcription region	+	357484		ENSG00000296323.1	348771
chr10	10157082	10157739			inside intron	inside	164188	inside intron	-66309	3	9	inside transcription region	+	401868		ENSG00000296323.1	348772
chr10	10461260	10462899			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	7	inside transcription region	-	135278		ENSG00000270111.5	287286
chr10	10914598	10915063			inside intron	inside	115974	inside intron	4900	2	14	inside transcription region	+	532633		ENSG00000048740.19	7862
chr10	11336196	11336768			inside intron	inside	8020	inside intron	7809	1	2	inside transcription region	-	21363		ENSG00000181800.7	144730
chr10	11339286	11340095			inside intron	inside	4693	inside intron	4482	1	2	inside transcription region	-	21363		ENSG00000181800.7	144730
chr10	11346253	11346589			promoter	promoter	1454				2		-	29239		ENSG00000181800.7	144723
chr10	11716895	11717486			inside intron	inside	11081	inside intron	10993	1	6	inside transcription region	-	60531		ENSG00000308311.1	381055
chr10	11742789	11742998			overlaps exon downstream	inside	343	overlaps exon downstream	0	1	4	inside transcription region	+	13135		ENSG00000134463.15	74060
chr10	11751744	11752711			inside intron	inside	4294	inside intron	-2151	2	3	inside transcription region	+	8280		ENSG00000134463.15	74062
chr10	11782457	11782544			downstream	downstream	40075				5		+	21688		ENSG00000134463.15	74059
chr10	11869676	11869881			inside intron	inside	32215	inside intron	-174	2	4	inside transcription region	-	44854		ENSG00000225778.6	188086
chr10	12053484	12053794			inside intron	inside	15066	inside intron	-7760	2	3	inside transcription region	-	25167		ENSG00000294071.1	343044
chr10	12323280	12323468			downstream	downstream	4921				1		-	257		ENSG00000264036.2	278979
chr10	12558898	12559548			inside intron	inside	209165	inside intron	-5541	2	10	inside transcription region	+	476410		ENSG00000183049.14	146774
chr10	12566876	12567179			inside exon	inside	3725	inside exon	0	2	2	inside transcription region	+	4200		ENSG00000285994.1	306545
chr10	12606130	12606375			inside intron	inside	256397	inside intron	-52773	2	10	inside transcription region	+	476410		ENSG00000183049.14	146774
chr10	12617522	12618030			inside intron	inside	267789	inside intron	48705	3	10	inside transcription region	+	476410		ENSG00000183049.14	146774
chr10	12820561	12821004			inside intron	inside	470828	inside intron	3460	9	10	inside transcription region	+	476410		ENSG00000183049.14	146774
chr10	13101135	13102069			inside intron	inside	962	inside intron	-832	1	16	5' UTR	+	38118		ENSG00000123240.17	59176
chr10	13158386	13158651			promoter	promoter	250				1		-	1452		ENSG00000203414.2	166420
chr10	13219757	13220105			downstream	downstream	14269				5		-	12608		ENSG00000165623.10	118593
chr10	13345991	13346206			covers exon(s)	inside	1152	covers exon(s)	0	2	5	5' UTR	-	13481		ENSG00000086475.15	20771
chr10	13570366	13571686			upstream	upstream	15253				10		+	27121		ENSG00000165630.15	118618
chr10	14007966	14008126			inside intron	inside	166237	inside intron	-149053	2	2	inside transcription region	-	315516		ENSG00000151474.23	99261
chr10	14074630	14075084			overlaps exon downstream	inside	346	overlaps exon downstream	0	1	3	inside transcription region	+	13321		ENSG00000235410.2	219739
chr10	14172506	14172838			inside intron	inside	289256	inside intron	-75367	3	4	inside transcription region	-	379147		ENSG00000151474.23	99263
chr10	14958266	14958926			promoter	promoter	462				3		+	13469		ENSG00000197889.10	161525
chr10	14973535	14974546			inside intron	inside	980	inside intron	-914	1	3	inside transcription region	+	15495		ENSG00000197889.10	161529
chr10	15167075	15167513			inside intron	inside	1115	inside intron	989	1	13	inside transcription region	-	60334		ENSG00000152465.18	100387
chr10	15515279	15515423			inside exon	inside	204499	inside exon	0	30	30	3'UTR	-	205968		ENSG00000077943.8	17244
chr10	16827050	16827687			inside intron	inside	302124	inside intron	1117	66	67	inside transcription region	-	305845		ENSG00000107611.16	39517
chr10	16832793	16833302			covers exon(s)	inside	296509	covers exon(s)	0	65	67	inside transcription region	-	305845		ENSG00000107611.16	39517
chr10	16891393	16891837			inside intron	inside	237974	inside intron	-865	55	67	inside transcription region	-	305845		ENSG00000107611.16	39517
chr10	17199370	17199742			inside intron	inside	2312	inside intron	1828	1	3	inside transcription region	-	30146		ENSG00000107614.22	39535
chr10	17227275	17227776			inside intron	inside	1213	inside intron	1079	1	2	inside transcription region	-	14741		ENSG00000229124.9	200136
chr10	17348641	17349222			covers exon(s)	inside	11491	covers exon(s)	0	2	3	inside transcription region	+	40213		ENSG00000303005.1	365584
chr10	17642906	17643059			inside exon	inside	819	inside exon	0	1	1	inside transcription region	-	2594		ENSG00000260589.1	273759
chr10	17910184	17910360			overlaps exon upstream	inside	100836	overlaps exon upstream	0	30	30	inside transcription region	+	101816		ENSG00000260314.3	273047
chr10	18202653	18204367			inside intron	inside	61695	inside intron	-51677	2	14	inside transcription region	+	399805		ENSG00000165995.24	119467
chr10	18937986	18940908			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	1	inside transcription region	+	452		ENSG00000234813.1	217938
chr10	19488325	19489845			covers exon(s)	inside	284475	covers exon(s)	0	16	25	inside transcription region	+	530387		ENSG00000204740.11	169341
chr10	20288208	20288745			inside exon	inside	471776	inside exon	0	14	14	3'UTR	+	473424		ENSG00000120594.17	56336
chr10	21055608	21056381			inside intron	inside	90178	inside intron	-35406	2	2	inside transcription region	-	126442		ENSG00000078114.19	17347
chr10	21175095	21175433			inside intron	inside	837	inside intron	-721	1	2	inside transcription region	+	8321		ENSG00000231920.2	208830
chr10	21494162	21494335			inside exon	inside	2925	inside exon	0	2	2	inside transcription region	-	4602		ENSG00000204682.10	169204
chr10	21518323	21519427			inside exon	inside	6255	inside exon	0	4	4	5' UTR	-	12207		ENSG00000180592.17	143588
chr10	21528118	21529537			inside intron	inside	3443	inside intron	-3342	1	23	5' UTR	+	218955		ENSG00000078403.17	17560
chr10	21532917	21533161			inside intron	inside	8242	inside intron	1483	2	23	5' UTR	+	218955		ENSG00000078403.17	17560
chr10	22253629	22254648			overlaps 3'	overlaps 3'	1557	overlaps exon downstream	0	1	1	inside transcription region	+	2517		ENSG00000279631.1	298943
chr10	22317124	22317486			inside intron	inside	672	inside intron	-567	1	9	inside transcription region	+	12646		ENSG00000269897.5	287010
chr10	22319913	22320076			inside intron	inside	1612	inside intron	-894	3	4	inside transcription region	+	8220		ENSG00000269897.5	287011
chr10	22342046	22342684			promoter	promoter	1431				1		-	238		ENSG00000272366.1	290318
chr10	22927169	22927430			promoter	promoter	594				16		+	110499		ENSG00000165309.14	118131
chr10	23063418	23063612			inside intron	inside	31741	inside intron	5862	2	3	inside transcription region	-	56120		ENSG00000286924.2	310100
chr10	23081010	23082500			covers exon(s)	inside	12853	covers exon(s)	0	2	3	inside transcription region	-	56120		ENSG00000286924.2	310100
chr10	23096528	23097331			inside intron	inside	36473	inside intron	36357	1	2	inside transcription region	-	168740		ENSG00000286924.2	310096
chr10	23111232	23111549			inside intron	inside	22255	inside intron	22139	1	2	inside transcription region	-	168740		ENSG00000286924.2	310096
chr10	23200182	23200780			promoter	promoter	831				2		-	1547		ENSG00000295113.1	345473
chr10	23203448	23204582			overlaps exon upstream	inside	140215	overlaps exon upstream	0	16	16	overlaps 3'UTR	-	142101		ENSG00000179133.15	142123
chr10	23345250	23345483			inside intron	inside	1203	inside intron	-1159	1	2	inside transcription region	+	15614		ENSG00000224215.2	183644
chr10	24557667	24558357			downstream	downstream	348876				18		+	339057		ENSG00000120549.19	56319
chr10	25299488	25300647			inside intron	inside	124487	inside intron	-78330	2	11	inside transcription region	+	427228		ENSG00000151025.11	98691
chr10	25533647	25535368			inside intron	inside	358646	inside intron	15607	6	11	inside transcription region	+	427228		ENSG00000151025.11	98691
chr10	25717215	25718941			inside intron	inside	476	inside intron	-233	1	2	inside transcription region	+	16192		ENSG00000280809.6	300189
chr10	25892782	25895166			covers exon(s)	inside	39829	covers exon(s)	0	5	7	inside transcription region	-	50998		ENSG00000226304.2	189885
chr10	26054234	26055577			inside intron	inside	118446	inside intron	11397	10	30	inside transcription region	+	276421		ENSG00000095777.17	24967
chr10	26059678	26063055			inside intron	inside	123890	inside intron	3919	10	30	inside transcription region	+	276421		ENSG00000095777.17	24967
chr10	26064811	26065839			inside intron	inside	129023	inside intron	1135	10	30	inside transcription region	+	276421		ENSG00000095777.17	24967
chr10	26071930	26073625			inside intron	inside	136142	inside intron	-1528	13	30	inside transcription region	+	276421		ENSG00000095777.17	24967
chr10	26307551	26308628			inside intron	inside	72250	inside intron	-14598	2	2	inside transcription region	-	88322		ENSG00000289350.2	318331
chr10	26452219	26454561			inside intron	inside	13794	inside intron	-13365	2	5	5' UTR	+	63513		ENSG00000077420.17	17018
chr10	26566842	26567006			overlaps exon upstream	inside	4899	overlaps exon upstream	0	2	2	inside transcription region	+	5283		ENSG00000077420.17	17019
chr10	26567525	26568016			inside exon	inside	129184	inside exon	0	15	15	3'UTR	+	130108		ENSG00000077420.17	17017
chr10	26661188	26662259			inside intron	inside	19498	inside intron	6147	3	4	inside transcription region	-	32450		ENSG00000293509.2	340745
chr10	26945501	26947281			inside intron	inside	1126	inside intron	1030	1	3	inside transcription region	-	17190		ENSG00000290706.2	324579
chr10	27023094	27023417			inside intron	inside	77068	inside intron	-406	29	34	inside transcription region	-	95170		ENSG00000107890.17	39981
chr10	27252369	27253002			inside intron	inside	6453	inside intron	-857	3	4	inside transcription region	-	8709		ENSG00000293534.2	341160
chr10	27319170	27320477			inside intron	inside	60343	inside intron	3783	4	7	inside transcription region	+	72963		ENSG00000262412.2	277294
chr10	27352526	27354941			inside intron	inside	93764	inside intron	2145	3	3	inside transcription region	+	98798		ENSG00000262412.2	277292
chr10	27413420	27414618			inside intron	inside	41797	inside intron	-34386	2	3	inside transcription region	+	83500		ENSG00000301548.1	361959
chr10	27607821	27610242			downstream	downstream	43391				4		+	30158		ENSG00000285737.2	305823
chr10	27632402	27634527			downstream	downstream	67972				4		+	30158		ENSG00000285737.2	305823
chr10	27857681	27858928			inside intron	inside	139934	inside intron	1696	19	20	inside transcription region	-	186603		ENSG00000169126.16	126644
chr10	28326691	28328017			inside intron	inside	6469	inside intron	1911	2	12	5' UTR	-	280343		ENSG00000150054.19	98018
chr10	28502515	28502820			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	5	inside transcription region	-	17840		ENSG00000237128.2	224906
chr10	28518506	28519012			downstream	downstream	13731				3		-	12826		ENSG00000254635.7	258623
chr10	28812056	28815026			inside intron	inside	68337	inside intron	-5917	2	10	inside transcription region	+	190033		ENSG00000232624.9	210791
chr10	28897041	28897327			inside intron	inside	153322	inside intron	10112	5	10	inside transcription region	+	190033		ENSG00000232624.9	210791
chr10	28898037	28898358			inside intron	inside	102	inside intron	-39	1	6	inside transcription region	+	35817		ENSG00000232624.9	210827
chr10	28924946	28925504			inside intron	inside	14331	inside intron	14091	1	3	inside transcription region	-	31313		ENSG00000298315.1	353684
chr10	29688695	29689565			inside intron	inside	46346	inside intron	-2043	2	6	5' UTR	-	180859		ENSG00000197321.16	160175
chr10	29731788	29732278			inside intron	inside	3633	inside intron	3476	1	6	5' UTR	-	180859		ENSG00000197321.16	160175
chr10	29865946	29866238			upstream	upstream	2834				2		-	1462		ENSG00000289386.3	318549
chr10	29977991	29978775			downstream	downstream	18853				4		+	8408		ENSG00000289616.3	319606
chr10	30208434	30209202			upstream	upstream	2644				4		+	5037		ENSG00000309194.1	383125
chr10	30212089	30213779			inside intron	inside	243	inside intron	-148	1	4	inside transcription region	+	5037		ENSG00000309194.1	383125
chr10	30383051	30383588			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	1	inside transcription region	+	222		ENSG00000235679.1	220496
chr10	30554004	30554224			inside exon	inside	58	inside exon	0	1	1	inside transcription region	+	679		ENSG00000287420.2	312357
chr10	30560095	30560426			upstream	upstream	4191				1		-	303		ENSG00000239744.3	229659
chr10	30597080	30597726			downstream	downstream	9374				4		+	3445		ENSG00000285630.2	305395
chr10	30751662	30752280			downstream	downstream	28464				2		+	542		ENSG00000230720.2	204785
chr10	31649918	31650341			inside exon	inside	57107	inside exon	0	2	2	inside transcription region	-	58038		ENSG00000237797.4	227076
chr10	31926991	31927173			inside intron	inside	1641	inside intron	1509	1	18	5' UTR	-	123377		ENSG00000165322.18	118149
chr10	32348158	32348450			inside intron	inside	761	inside intron	-682	1	2	inside transcription region	+	27091		ENSG00000229327.1	200850
chr10	32447211	32447594			inside intron	inside	824	inside intron	-579	1	9	5' UTR	+	68197		ENSG00000216937.14	178575
chr10	32979955	32980152			inside intron	inside	21101	inside intron	5470	2	4	inside transcription region	+	123051		ENSG00000229656.10	201607
chr10	33193434	33193574			inside intron	inside	141331	inside intron	-1015	13	16	inside transcription region	-	157411		ENSG00000099250.18	25378
chr10	33333527	33333891			inside intron	inside	1187	inside intron	418	2	10	inside transcription region	-	123668		ENSG00000099250.18	25387
chr10	34819265	34819915			downstream	downstream	3064				2		+	556		ENSG00000226386.2	190202
chr10	35128064	35128235			inside intron	inside	587	inside intron	-496	1	6	5' UTR	+	84902		ENSG00000095794.21	25023
chr10	35172406	35173754			inside intron	inside	4680	inside intron	-4602	1	6	inside transcription region	+	44077		ENSG00000095794.21	25032
chr10	35208599	35209469			inside intron	inside	12200	inside intron	-1547	2	3	inside transcription region	+	15466		ENSG00000095794.21	25049
chr10	35335200	35335585			inside intron	inside	816	inside intron	342	2	4	inside transcription region	-	21069		ENSG00000271335.7	288612
chr10	35472672	35473292			inside intron	inside	38561	inside intron	10111	2	3	inside transcription region	+	67550		ENSG00000108100.18	40323
chr10	35608248	35608422			inside exon	inside	2907	inside exon	0	2	2	inside transcription region	+	3594		ENSG00000177291.4	139500
chr10	36446873	36447165			inside intron	inside	5057	inside intron	2728	2	2	inside transcription region	+	9096		ENSG00000237002.7	224531
chr10	37183930	37184041			inside intron	inside	58332	inside intron	1471	22	36	inside transcription region	+	106969		ENSG00000148513.20	96177
chr10	38355750	38356563			inside intron	inside	261382	inside intron	1748	18	18	3'UTR	+	265730		ENSG00000283930.1	302695
chr10	38401902	38402508			inside exon	inside	342	inside exon	0	1	1	inside transcription region	-	1174		ENSG00000291056.2	329679
chr10	38867850	38868580			downstream	downstream	84846				1		+	104		ENSG00000233832.1	214640
chr10	38937288	38941115			downstream	downstream	154284				1		+	104		ENSG00000233832.1	214640
chr10	41584133	41584327			downstream	downstream	565222				1		-	239		ENSG00000229485.1	201229
chr10	42149874	42151191			promoter	promoter	325				1		-	239		ENSG00000229485.1	201229
chr10	42177911	42179224			upstream	upstream	6115				2		+	452		ENSG00000237592.2	226431
chr10	42242225	42242857			inside intron	inside	125149	inside intron	-5120	4	7	inside transcription region	-	175455		ENSG00000291065.2	329926
chr10	42363556	42364040			inside intron	inside	4003	inside intron	3775	1	2	inside transcription region	-	11386		ENSG00000291065.2	329937
chr10	42367015	42369954			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	2	inside transcription region	-	11386		ENSG00000291065.2	329937
chr10	42752743	42752891			inside exon	inside	1406	inside exon	0	1	1	inside transcription region	-	3119		ENSG00000259869.3	272022
chr10	42897495	42897716			downstream	downstream	26065				2		+	2630		ENSG00000234944.2	218262
